incollection_dblp100
;mdate;key;publtype;author;title;year;booktitle;ee;crossref;url;__len;author1;author2;author3;pages;author4;author5;author6;author7;author8
3830;2011-01-20;reference/dlhandbook/CandelaCP09;;Leonardo Candela;OpenDLib.;2009;Handbook of Research on Digital Libraries;http://www.igi-global.com/Bookstore/Chapter.aspx?TitleId=19864;reference/dlhandbook/2009;db/reference/dlhandbook/dlhandbook2009.html#CandelaCP09;16835;Donatella Castelli;Pasquale Pagano;;1-7;;;;;
3831;2011-01-20;reference/dlhandbook/SantosCV09;;Neide Santos;Digital Libraries and Ontology.;2009;Handbook of Research on Digital Libraries;http://www.igi-global.com/Bookstore/Chapter.aspx?TitleId=19883;reference/dlhandbook/2009;db/reference/dlhandbook/dlhandbook2009.html#SantosCV09;16835;Fernanda C. A. Campos;Regina M. M. Braga Villela;;206-215;;;;;
3832;2011-01-20;reference/dlhandbook/CasbasNZ09;;O. Cantán Casbas;DL and GIS.;2009;Handbook of Research on Digital Libraries;http://www.igi-global.com/Bookstore/Chapter.aspx?TitleId=19903;reference/dlhandbook/2009;db/reference/dlhandbook/dlhandbook2009.html#CasbasNZ09;16835;Javier Nogueras-Iso;F. Javier Zarazaga-Soria;;390-399;;;;;
3833;2011-01-20;reference/dlhandbook/WittenB09;;Ian H. Witten;The Greenstone Digital Library Software.;2009;Handbook of Research on Digital Libraries;http://www.igi-global.com/Bookstore/Chapter.aspx?TitleId=19870;reference/dlhandbook/2009;db/reference/dlhandbook/dlhandbook2009.html#WittenB09;16835;David Bainbridge;;;61-72;;;;;
3834;2011-01-21;reference/dlhandbook/FooTGN09;;Schubert Foo;From Digital Archives to Virtual Exhibitions.;2009;Handbook of Research on Digital Libraries;http://www.igi-global.com/Bookstore/Chapter.aspx?TitleId=19872;reference/dlhandbook/2009;db/reference/dlhandbook/dlhandbook2009.html#FooTGN09;16835;Yin Leng Theng;Dion Hoe-Lian Goh;Jin-Cheon Na;88-100;;;;;
3835;2011-01-20;reference/dlhandbook/Galvez09;;Carmen Galvez;Standardization of Terms Applying Finite-State Transducers (FST).;2009;Handbook of Research on Digital Libraries;http://www.igi-global.com/Bookstore/Chapter.aspx?TitleId=19873;reference/dlhandbook/2009;db/reference/dlhandbook/dlhandbook2009.html#Galvez09;16835;;;;102-112;;;;;
3836;2011-01-20;reference/dlhandbook/LidyR09;;Thomas Lidy;Music Information Retrieval.;2009;Handbook of Research on Digital Libraries;http://www.igi-global.com/Bookstore/Chapter.aspx?TitleId=19909;reference/dlhandbook/2009;db/reference/dlhandbook/dlhandbook2009.html#LidyR09;16835;Andreas Rauber;;;448-456;;;;;
3837;2011-01-20;reference/dlhandbook/ChangH09;;Chew-Hung Chang;The Future of Learning with Digital Libraries.;2009;Handbook of Research on Digital Libraries;http://www.igi-global.com/Bookstore/Chapter.aspx?TitleId=19919;reference/dlhandbook/2009;db/reference/dlhandbook/dlhandbook2009.html#ChangH09;16835;John G. Hedberg;;;543-551;;;;;
3838;2011-01-21;reference/dlhandbook/Bermon-AngaritaSSG09;;Leonardo Bermón-Angarita;Software Process Asset Libraries Using Knowledge Repositories.;2009;Handbook of Research on Digital Libraries;http://www.igi-global.com/Bookstore/Chapter.aspx?TitleId=19911;reference/dlhandbook/2009;db/reference/dlhandbook/dlhandbook2009.html#Bermon-AngaritaSSG09;16835;Antonio de Amescua Seco;Maria Isabel Sánchez Segura;Javier García Guzmán;465-475;;;;;
3839;2011-01-20;reference/dlhandbook/AmeenR09;;Kanwal Ameen;Development of Digital Libraries in Pakistan.;2009;Handbook of Research on Digital Libraries;http://www.igi-global.com/Bookstore/Chapter.aspx?TitleId=19913;reference/dlhandbook/2009;db/reference/dlhandbook/dlhandbook2009.html#AmeenR09;16835;Muhammad Rafiq;;;482-491;;;;;
3840;2011-01-20;reference/dlhandbook/MaCO09;;Yongqing Ma;A Review of Progress in Digital Library Education.;2009;Handbook of Research on Digital Libraries;http://www.igi-global.com/Bookstore/Chapter.aspx?TitleId=19918;reference/dlhandbook/2009;db/reference/dlhandbook/dlhandbook2009.html#MaCO09;16835;Warwick Clegg;Ann O'Brien;;533-542;;;;;
3841;2011-11-25;reference/db/Kumar09;encyclopedia entry;Ravi Kumar;Web Page Quality Metrics.;2009;Encyclopedia of Database Systems;http://dx.doi.org/10.1007/978-0-387-39940-9_460;reference/db/2009;db/reference/db/w.html#Kumar09;16835;;;;3483-3485;;;;;
3842;2011-11-25;reference/db/BeitzelJF09d;encyclopedia entry;Steven M. Beitzel;MAP.;2009;Encyclopedia of Database Systems;http://dx.doi.org/10.1007/978-0-387-39940-9_492;reference/db/2009;db/reference/db/m.html#BeitzelJF09d;16835;Eric C. Jensen;Ophir Frieder;;1691-1692;;;;;
3843;2011-11-25;reference/db/X09xxnf;encyclopedia entry;;Web 2.0 Applications.;2009;Encyclopedia of Database Systems;http://dx.doi.org/10.1007/978-0-387-39940-9_3989;reference/db/2009;db/reference/db/w.html#X09xxnf;16835;;;;3456;;;;;
3844;2011-11-25;reference/db/Marian09;encyclopedia entry;Amélie Marian;Top-K Selection Queries on Multimedia Datasets.;2009;Encyclopedia of Database Systems;http://dx.doi.org/10.1007/978-0-387-39940-9_429;reference/db/2009;db/reference/db/t.html#Marian09;16835;;;;3129-3132;;;;;
3845;2011-11-25;reference/db/Sips09;encyclopedia entry;Mike Sips;Visual Clustering.;2009;Encyclopedia of Database Systems;http://dx.doi.org/10.1007/978-0-387-39940-9_1124;reference/db/2009;db/reference/db/v.html#Sips09;16835;;;;3355-3360;;;;;
3846;2011-11-25;reference/db/Halevy09a;encyclopedia entry;Alon Y. Halevy;XML Information Integration.;2009;Encyclopedia of Database Systems;http://dx.doi.org/10.1007/978-0-387-39940-9_780;reference/db/2009;db/reference/db/x.html#Halevy09a;16835;;;;3591;;;;;
3847;2011-11-25;reference/db/Craswell09e;encyclopedia entry;Nick Craswell;Success at n.;2009;Encyclopedia of Database Systems;http://dx.doi.org/10.1007/978-0-387-39940-9_485;reference/db/2009;db/reference/db/s.html#Craswell09e;16835;;;;2875-2876;;;;;
3848;2011-11-25;reference/db/X09xaq;encyclopedia entry;;Image Compression.;2009;Encyclopedia of Database Systems;http://dx.doi.org/10.1007/978-0-387-39940-9_2801;reference/db/2009;db/reference/db/i.html#X09xaq;16835;;;;1348;;;;;
3849;2011-11-25;reference/db/Carroll09;encyclopedia entry;Michael W. Carroll;Copyright Issues in Databases.;2009;Encyclopedia of Database Systems;http://dx.doi.org/10.1007/978-0-387-39940-9_875;reference/db/2009;db/reference/db/c.html#Carroll09;16835;;;;496-500;;;;;
3850;2011-11-25;reference/db/Jain09;encyclopedia entry;Ramesh Jain;Multimedia Data.;2009;Encyclopedia of Database Systems;http://dx.doi.org/10.1007/978-0-387-39940-9_1008;reference/db/2009;db/reference/db/m.html#Jain09;16835;;;;1797-1800;;;;;
3851;2011-11-25;reference/db/X09xvu;encyclopedia entry;;Relational Database.;2009;Encyclopedia of Database Systems;http://dx.doi.org/10.1007/978-0-387-39940-9_3451;reference/db/2009;db/reference/db/r.html#X09xvu;16835;;;;2371;;;;;
3852;2011-11-25;reference/db/X09cy;encyclopedia entry;;Bi-clustering.;2009;Encyclopedia of Database Systems;http://dx.doi.org/10.1007/978-0-387-39940-9_2111;reference/db/2009;db/reference/db/b.html#X09cy;16835;;;;215;;;;;
3853;2011-11-25;reference/db/X09d;encyclopedia entry;;Java Annotations.;2009;Encyclopedia of Database Systems;http://dx.doi.org/10.1007/978-0-387-39940-9_2899;reference/db/2009;db/reference/db/j.html#X09d;16835;;;;1577;;;;;
3854;2011-11-25;reference/db/Amati09a;encyclopedia entry;Giambattista Amati;Divergence from Randomness Models.;2009;Encyclopedia of Database Systems;http://dx.doi.org/10.1007/978-0-387-39940-9_924;reference/db/2009;db/reference/db/d.html#Amati09a;16835;;;;929-932;;;;;
3855;2011-11-25;reference/db/X09xio;encyclopedia entry;;Meta Data Registry.;2009;Encyclopedia of Database Systems;http://dx.doi.org/10.1007/978-0-387-39940-9_3055;reference/db/2009;db/reference/db/m.html#X09xio;16835;;;;1718;;;;;
3856;2011-11-25;reference/db/X09xtw;encyclopedia entry;;Query Reformulation.;2009;Encyclopedia of Database Systems;http://dx.doi.org/10.1007/978-0-387-39940-9_3395;reference/db/2009;db/reference/db/q.html#X09xtw;16835;;;;2308;;;;;
3857;2011-11-25;reference/db/X09xov;encyclopedia entry;;Page Representations.;2009;Encyclopedia of Database Systems;http://dx.doi.org/10.1007/978-0-387-39940-9_3239;reference/db/2009;db/reference/db/p.html#X09xov;16835;;;;2012;;;;;
3858;2011-11-25;reference/db/X09xjm;encyclopedia entry;;Motion Graphics.;2009;Encyclopedia of Database Systems;http://dx.doi.org/10.1007/978-0-387-39940-9_3084;reference/db/2009;db/reference/db/m.html#X09xjm;16835;;;;1770;;;;;
3859;2011-11-25;reference/db/X09xvx;encyclopedia entry;;Relational Query Processor.;2009;Encyclopedia of Database Systems;http://dx.doi.org/10.1007/978-0-387-39940-9_3453;reference/db/2009;db/reference/db/r.html#X09xvx;16835;;;;2376;;;;;
3860;2011-11-25;reference/db/X09xxhw;encyclopedia entry;;Time Series Database Querying.;2009;Encyclopedia of Database Systems;http://dx.doi.org/10.1007/978-0-387-39940-9_3827;reference/db/2009;db/reference/db/t.html#X09xxhw;16835;;;;3114;;;;;
3861;2011-11-25;reference/db/Guting09b;encyclopedia entry;Ralf Hartmut Güting;Spatio-Temporal Data Types.;2009;Encyclopedia of Database Systems;http://dx.doi.org/10.1007/978-0-387-39940-9_5004;reference/db/2009;db/reference/db/s.html#Guting09b;16835;;;;2730-2731;;;;;
3862;2011-11-25;reference/db/Elnikety09b;encyclopedia entry;Sameh Elnikety;Session.;2009;Encyclopedia of Database Systems;http://dx.doi.org/10.1007/978-0-387-39940-9_667;reference/db/2009;db/reference/db/s.html#Elnikety09b;16835;;;;2636;;;;;
3863;2011-11-25;reference/db/Schenkel09;encyclopedia entry;Ralf Schenkel;Locking Granularity and Lock Types.;2009;Encyclopedia of Database Systems;http://dx.doi.org/10.1007/978-0-387-39940-9_834;reference/db/2009;db/reference/db/l.html#Schenkel09;16835;;;;1641-1643;;;;;
3864;2011-11-25;reference/db/Lin09b;encyclopedia entry;Tsau Young Lin;Deductive Data Mining using Granular Computing.;2009;Encyclopedia of Database Systems;http://dx.doi.org/10.1007/978-0-387-39940-9_767;reference/db/2009;db/reference/db/d.html#Lin09b;16835;;;;772-778;;;;;
3865;2011-11-25;reference/db/Weiner09;encyclopedia entry;Michael Weiner;Computerized Physician Order Entry.;2009;Encyclopedia of Database Systems;http://dx.doi.org/10.1007/978-0-387-39940-9_75;reference/db/2009;db/reference/db/c.html#Weiner09;16835;;;;432-437;;;;;
6675;2011-11-25;reference/db/X09db;encyclopedia entry;;Biological Data Retrieval, Integration, and Transformation.;2009;Encyclopedia of Database Systems;http://dx.doi.org/10.1007/978-0-387-39940-9_2113;reference/db/2009;db/reference/db/b.html#X09db;16835;;;;215;;;;;
6676;2011-11-25;reference/db/Tan09b;encyclopedia entry;Kian-Lee Tan;Distributed Recovery.;2009;Encyclopedia of Database Systems;http://dx.doi.org/10.1007/978-0-387-39940-9_712;reference/db/2009;db/reference/db/d.html#Tan09b;16835;;;;917-920;;;;;
6677;2011-11-25;reference/db/X09qo;encyclopedia entry;;Document Term Weighting.;2009;Encyclopedia of Database Systems;http://dx.doi.org/10.1007/978-0-387-39940-9_2511;reference/db/2009;db/reference/db/d.html#X09qo;16835;;;;947;;;;;
6678;2011-11-25;reference/db/X09xxmp;encyclopedia entry;;Visual Web Data Extraction.;2009;Encyclopedia of Database Systems;http://dx.doi.org/10.1007/978-0-387-39940-9_3971;reference/db/2009;db/reference/db/v.html#X09xxmp;16835;;;;3410;;;;;
6679;2011-11-25;reference/db/Leung09;encyclopedia entry;Carson Kai-Sang Leung;Anti-monotone Constraints.;2009;Encyclopedia of Database Systems;http://dx.doi.org/10.1007/978-0-387-39940-9_5046;reference/db/2009;db/reference/db/a.html#Leung09;16835;;;;98;;;;;
6680;2011-11-25;reference/db/X09xje;encyclopedia entry;;Model-driven Data Acquisition.;2009;Encyclopedia of Database Systems;http://dx.doi.org/10.1007/978-0-387-39940-9_3074;reference/db/2009;db/reference/db/m.html#X09xje;16835;;;;1769;;;;;
6681;2011-11-25;reference/db/Subieta09;encyclopedia entry;Kazimierz Subieta;Stack-based Query Language.;2009;Encyclopedia of Database Systems;http://dx.doi.org/10.1007/978-0-387-39940-9_1115;reference/db/2009;db/reference/db/s.html#Subieta09;16835;;;;2771-2772;;;;;
6682;2011-11-25;reference/db/X09xxbe;encyclopedia entry;;Sight.;2009;Encyclopedia of Database Systems;http://dx.doi.org/10.1007/978-0-387-39940-9_3609;reference/db/2009;db/reference/db/s.html#X09xxbe;16835;;;;2642;;;;;
6683;2011-11-25;reference/db/X09vs;encyclopedia entry;;Forms-based Interfaces.;2009;Encyclopedia of Database Systems;http://dx.doi.org/10.1007/978-0-387-39940-9_2656;reference/db/2009;db/reference/db/f.html#X09vs;16835;;;;1166;;;;;
6684;2011-11-25;reference/db/X09fh;encyclopedia entry;;Classification Learning.;2009;Encyclopedia of Database Systems;http://dx.doi.org/10.1007/978-0-387-39940-9_2181;reference/db/2009;db/reference/db/c.html#X09fh;16835;;;;340;;;;;
6685;2011-11-25;reference/db/X09jx;encyclopedia entry;;Cross-language Cross-Language Mining and Retrieval C217 Informational Retrieval.;2009;Encyclopedia of Database Systems;http://dx.doi.org/10.1007/978-0-387-39940-9_2318;reference/db/2009;db/reference/db/c.html#X09jx;16835;;;;522;;;;;
6686;2011-11-25;reference/db/X09er;encyclopedia entry;;Cataloging.;2009;Encyclopedia of Database Systems;http://dx.doi.org/10.1007/978-0-387-39940-9_2162;reference/db/2009;db/reference/db/c.html#X09er;16835;;;;309;;;;;
6687;2011-11-25;reference/db/X09be;encyclopedia entry;;Architecture-Sensitive Database System.;2009;Encyclopedia of Database Systems;http://dx.doi.org/10.1007/978-0-387-39940-9_2058;reference/db/2009;db/reference/db/a.html#X09be;16835;;;;132;;;;;
6688;2011-11-25;reference/db/Gunopulos09a;encyclopedia entry;Dimitrios Gunopulos;Clustering Overview and Applications.;2009;Encyclopedia of Database Systems;http://dx.doi.org/10.1007/978-0-387-39940-9_602;reference/db/2009;db/reference/db/c.html#Gunopulos09a;16835;;;;383-387;;;;;
6689;2011-11-25;reference/db/X09xxiu;encyclopedia entry;;Toponyms.;2009;Encyclopedia of Database Systems;http://dx.doi.org/10.1007/978-0-387-39940-9_3848;reference/db/2009;db/reference/db/t.html#X09xxiu;16835;;;;3143;;;;;
6690;2011-11-25;reference/db/X09xwd;encyclopedia entry;;Remote Method Invocation.;2009;Encyclopedia of Database Systems;http://dx.doi.org/10.1007/978-0-387-39940-9_3461;reference/db/2009;db/reference/db/r.html#X09xwd;16835;;;;2382;;;;;
6691;2011-11-25;reference/db/X09xlh;encyclopedia entry;;Name Matching.;2009;Encyclopedia of Database Systems;http://dx.doi.org/10.1007/978-0-387-39940-9_3135;reference/db/2009;db/reference/db/n.html#X09xlh;16835;;;;1876;;;;;
6692;2011-11-25;reference/db/X09xxpz;encyclopedia entry;;XML Database Design.;2009;Encyclopedia of Database Systems;http://dx.doi.org/10.1007/978-0-387-39940-9_4073;reference/db/2009;db/reference/db/x.html#X09xxpz;16835;;;;3584;;;;;
6693;2011-11-25;reference/db/X09xbx;encyclopedia entry;;Individual Data.;2009;Encyclopedia of Database Systems;http://dx.doi.org/10.1007/978-0-387-39940-9_2845;reference/db/2009;db/reference/db/i.html#X09xbx;16835;;;;1471;;;;;
6694;2011-11-25;reference/db/X09ml;encyclopedia entry;;Data Replication Protocols.;2009;Encyclopedia of Database Systems;http://dx.doi.org/10.1007/978-0-387-39940-9_2391;reference/db/2009;db/reference/db/d.html#X09ml;16835;;;;630;;;;;
6695;2011-11-25;reference/db/Tok09a;encyclopedia entry;Wee Hyong Tok;Distributed Transaction Management.;2009;Encyclopedia of Database Systems;http://dx.doi.org/10.1007/978-0-387-39940-9_710;reference/db/2009;db/reference/db/d.html#Tok09a;16835;;;;925-929;;;;;
6696;2011-11-25;reference/db/X09kx;encyclopedia entry;;Data Copy.;2009;Encyclopedia of Database Systems;http://dx.doi.org/10.1007/978-0-387-39940-9_2345;reference/db/2009;db/reference/db/d.html#X09kx;16835;;;;569;;;;;
6697;2011-11-25;reference/db/X09zi;encyclopedia entry;;High-Dimensional Clustering.;2009;Encyclopedia of Database Systems;http://dx.doi.org/10.1007/978-0-387-39940-9_2763;reference/db/2009;db/reference/db/h.html#X09zi;16835;;;;1314;;;;;
6698;2011-11-25;reference/db/DashK09;encyclopedia entry;Manoranjan Dash;Feature Selection for Clustering.;2009;Encyclopedia of Database Systems;http://dx.doi.org/10.1007/978-0-387-39940-9_613;reference/db/2009;db/reference/db/f.html#DashK09;16835;Poon Wei Koot;;;1119-1125;;;;;
6699;2011-11-25;reference/db/Wu09;encyclopedia entry;Yuqing Wu;Path Query.;2009;Encyclopedia of Database Systems;http://dx.doi.org/10.1007/978-0-387-39940-9_140;reference/db/2009;db/reference/db/p.html#Wu09;16835;;;;2051;;;;;
6700;2011-11-25;reference/db/Wun09a;encyclopedia entry;Alex Wun;MashUp.;2009;Encyclopedia of Database Systems;http://dx.doi.org/10.1007/978-0-387-39940-9_1192;reference/db/2009;db/reference/db/m.html#Wun09a;16835;;;;1696-1697;;;;;
6701;2011-11-25;reference/db/X09xxad;encyclopedia entry;;Sensitivity.;2009;Encyclopedia of Database Systems;http://dx.doi.org/10.1007/978-0-387-39940-9_3581;reference/db/2009;db/reference/db/s.html#X09xxad;16835;;;;2616;;;;;
6702;2011-11-25;reference/db/Weiss09a;encyclopedia entry;Michael Weiss;XML Metadata Interchange.;2009;Encyclopedia of Database Systems;http://dx.doi.org/10.1007/978-0-387-39940-9_902;reference/db/2009;db/reference/db/x.html#Weiss09a;16835;;;;3597;;;;;
6703;2011-11-25;reference/db/X09xxit;encyclopedia entry;;Topology.;2009;Encyclopedia of Database Systems;http://dx.doi.org/10.1007/978-0-387-39940-9_3847;reference/db/2009;db/reference/db/t.html#X09xxit;16835;;;;3143;;;;;
6704;2011-11-25;reference/db/Laurini09;encyclopedia entry;Robert Laurini;Visual Interfaces for Geographic Data.;2009;Encyclopedia of Database Systems;http://dx.doi.org/10.1007/978-0-387-39940-9_813;reference/db/2009;db/reference/db/v.html#Laurini09;16835;;;;3382-3387;;;;;
6705;2011-11-25;reference/db/ManolopoulosTT09b;encyclopedia entry;Yannis Manolopoulos;Spatial Indexing Techniques.;2009;Encyclopedia of Database Systems;http://dx.doi.org/10.1007/978-0-387-39940-9_355;reference/db/2009;db/reference/db/s.html#ManolopoulosTT09b;16835;Yannis Theodoridis;Vassilis J. Tsotras;;2702-2707;;;;;
6706;2011-11-25;reference/db/X09xxfz;encyclopedia entry;;Temporal Layer.;2009;Encyclopedia of Database Systems;http://dx.doi.org/10.1007/978-0-387-39940-9_3765;reference/db/2009;db/reference/db/t.html#X09xxfz;16835;;;;2987;;;;;
6707;2011-11-25;reference/db/X09xxdh;encyclopedia entry;;Standing Query.;2009;Encyclopedia of Database Systems;http://dx.doi.org/10.1007/978-0-387-39940-9_3677;reference/db/2009;db/reference/db/s.html#X09xxdh;16835;;;;2779;;;;;
6708;2011-11-25;reference/db/X09xit;encyclopedia entry;;Metaphor.;2009;Encyclopedia of Database Systems;http://dx.doi.org/10.1007/978-0-387-39940-9_3062;reference/db/2009;db/reference/db/m.html#X09xit;16835;;;;1730;;;;;
6709;2011-11-25;reference/db/X09xxjm;encyclopedia entry;;Transaction-Time Access Methods.;2009;Encyclopedia of Database Systems;http://dx.doi.org/10.1007/978-0-387-39940-9_3874;reference/db/2009;db/reference/db/t.html#X09xxjm;16835;;;;3167;;;;;
6710;2011-11-25;reference/db/Goda09j;encyclopedia entry;Kazuo Goda;SAN File System.;2009;Encyclopedia of Database Systems;http://dx.doi.org/10.1007/978-0-387-39940-9_1473;reference/db/2009;db/reference/db/s.html#Goda09j;16835;;;;2467-2468;;;;;
6711;2011-11-25;reference/db/X09xlp;encyclopedia entry;;Near-Duplicate Video Retrieval.;2009;Encyclopedia of Database Systems;http://dx.doi.org/10.1007/978-0-387-39940-9_3143;reference/db/2009;db/reference/db/n.html#X09xlp;16835;;;;1885;;;;;
6712;2011-11-25;reference/db/X09wu;encyclopedia entry;;Geospatial Referencing.;2009;Encyclopedia of Database Systems;http://dx.doi.org/10.1007/978-0-387-39940-9_2689;reference/db/2009;db/reference/db/g.html#X09wu;16835;;;;1251;;;;;
6713;2011-11-25;reference/db/RefaeilzadehTL09;encyclopedia entry;Payam Refaeilzadeh;Cross-Validation.;2009;Encyclopedia of Database Systems;http://dx.doi.org/10.1007/978-0-387-39940-9_565;reference/db/2009;db/reference/db/c.html#RefaeilzadehTL09;16835;Lei Tang;Huan Liu;;532-538;;;;;
6714;2011-11-25;reference/db/Batini09;encyclopedia entry;Carlo Batini;Data Quality Assessment.;2009;Encyclopedia of Database Systems;http://dx.doi.org/10.1007/978-0-387-39940-9_107;reference/db/2009;db/reference/db/d.html#Batini09;16835;;;;608-612;;;;;
6715;2011-11-25;reference/db/Pedersen09d;encyclopedia entry;Torben Bach Pedersen;Multidimensional Modeling.;2009;Encyclopedia of Database Systems;http://dx.doi.org/10.1007/978-0-387-39940-9_229;reference/db/2009;db/reference/db/m.html#Pedersen09d;16835;;;;1777-1784;;;;;
6716;2011-11-25;reference/db/Palmer09i;encyclopedia entry;Nathaniel Palmer;Workflow Constructs.;2009;Encyclopedia of Database Systems;http://dx.doi.org/10.1007/978-0-387-39940-9_820;reference/db/2009;db/reference/db/w.html#Palmer09i;16835;;;;3539;;;;;
6717;2011-11-25;reference/db/Papadias09;encyclopedia entry;Dimitris Papadias;Nearest Neighbor Query.;2009;Encyclopedia of Database Systems;http://dx.doi.org/10.1007/978-0-387-39940-9_245;reference/db/2009;db/reference/db/n.html#Papadias09;16835;;;;1890;;;;;
6718;2011-11-25;reference/db/X09xeg;encyclopedia entry;;L1 Cache.;2009;Encyclopedia of Database Systems;http://dx.doi.org/10.1007/978-0-387-39940-9_2933;reference/db/2009;db/reference/db/l.html#X09xeg;16835;;;;1591;;;;;
6719;2011-11-25;reference/db/X09uc;encyclopedia entry;;Extended Functional Dependencies.;2009;Encyclopedia of Database Systems;http://dx.doi.org/10.1007/978-0-387-39940-9_2607;reference/db/2009;db/reference/db/e.html#X09uc;16835;;;;1091;;;;;
6720;2011-11-25;reference/db/X09xnj;encyclopedia entry;;On-Disk Security.;2009;Encyclopedia of Database Systems;http://dx.doi.org/10.1007/978-0-387-39940-9_3192;reference/db/2009;db/reference/db/o.html#X09xnj;16835;;;;1947;;;;;
6721;2011-11-25;reference/db/GeorgeS09a;encyclopedia entry;Betsy George;Time Aggregated Graphs.;2009;Encyclopedia of Database Systems;http://dx.doi.org/10.1007/978-0-387-39940-9_5053;reference/db/2009;db/reference/db/t.html#GeorgeS09a;16835;Shashi Shekhar;;;3097-3098;;;;;
6722;2011-11-25;reference/db/Ferrari09b;encyclopedia entry;Elena Ferrari;Database Security.;2009;Encyclopedia of Database Systems;http://dx.doi.org/10.1007/978-0-387-39940-9_111;reference/db/2009;db/reference/db/d.html#Ferrari09b;16835;;;;728-732;;;;;
6723;2011-11-25;reference/db/X09xbu;encyclopedia entry;;Indexing for Online Function Approximation.;2009;Encyclopedia of Database Systems;http://dx.doi.org/10.1007/978-0-387-39940-9_2840;reference/db/2009;db/reference/db/i.html#X09xbu;16835;;;;1448;;;;;
6724;2011-11-25;reference/db/X09xn;encyclopedia entry;;Graphic.;2009;Encyclopedia of Database Systems;http://dx.doi.org/10.1007/978-0-387-39940-9_2714;reference/db/2009;db/reference/db/g.html#X09xn;16835;;;;1275;;;;;
6725;2011-11-25;reference/db/X09xxov;encyclopedia entry;;Workflow Mining.;2009;Encyclopedia of Database Systems;http://dx.doi.org/10.1007/978-0-387-39940-9_4040;reference/db/2009;db/reference/db/w.html#X09xxov;16835;;;;3550;;;;;
6726;2011-11-25;reference/db/JensenS09n;encyclopedia entry;Christian S. Jensen;Temporal Expression.;2009;Encyclopedia of Database Systems;http://dx.doi.org/10.1007/978-0-387-39940-9_1420;reference/db/2009;db/reference/db/t.html#JensenS09n;16835;Richard T. Snodgrass;;;2967;;;;;
6727;2011-11-25;reference/db/ZhangZ09d;encyclopedia entry;Ethan Zhang;Recall.;2009;Encyclopedia of Database Systems;http://dx.doi.org/10.1007/978-0-387-39940-9_479;reference/db/2009;db/reference/db/r.html#ZhangZ09d;16835;Yi Zhang 0001;;;2348;;;;;
6728;2011-11-25;reference/db/AntoniouP09;encyclopedia entry;Grigoris Antoniou;Semantic Web.;2009;Encyclopedia of Database Systems;http://dx.doi.org/10.1007/978-0-387-39940-9_1320;reference/db/2009;db/reference/db/s.html#AntoniouP09;16835;Dimitris Plexousakis;;;2579-2583;;;;;
6729;2011-11-25;reference/db/X09xds;encyclopedia entry;;Key Value Locking.;2009;Encyclopedia of Database Systems;http://dx.doi.org/10.1007/978-0-387-39940-9_2917;reference/db/2009;db/reference/db/k.html#X09xds;16835;;;;1588;;;;;
6730;2011-11-25;reference/db/X09xxbf;encyclopedia entry;;Signal Transduction Networks.;2009;Encyclopedia of Database Systems;http://dx.doi.org/10.1007/978-0-387-39940-9_3610;reference/db/2009;db/reference/db/s.html#X09xxbf;16835;;;;2642;;;;;
6731;2011-11-25;reference/db/AlonsoG09;encyclopedia entry;Omar Alonso;Time and Information Retrieval.;2009;Encyclopedia of Database Systems;http://dx.doi.org/10.1007/978-0-387-39940-9_929;reference/db/2009;db/reference/db/t.html#AlonsoG09;16835;Michael Gertz;;;3098-3103;;;;;
6732;2011-11-25;reference/db/X09wp;encyclopedia entry;;Geographical Metadata.;2009;Encyclopedia of Database Systems;http://dx.doi.org/10.1007/978-0-387-39940-9_2682;reference/db/2009;db/reference/db/g.html#X09wp;16835;;;;1236;;;;;
6733;2011-11-25;reference/db/X09xxaf;encyclopedia entry;;SEQUEL.;2009;Encyclopedia of Database Systems;http://dx.doi.org/10.1007/978-0-387-39940-9_3585;reference/db/2009;db/reference/db/s.html#X09xxaf;16835;;;;2619;;;;;
6734;2011-11-25;reference/db/X09xwg;encyclopedia entry;;Replica and Concurrency Control.;2009;Encyclopedia of Database Systems;http://dx.doi.org/10.1007/978-0-387-39940-9_3464;reference/db/2009;db/reference/db/r.html#X09xwg;16835;;;;2382;;;;;
6735;2011-11-25;reference/db/X09bl;encyclopedia entry;;Attribute or Value Correspondence.;2009;Encyclopedia of Database Systems;http://dx.doi.org/10.1007/978-0-387-39940-9_2069;reference/db/2009;db/reference/db/a.html#X09bl;16835;;;;146;;;;;
6736;2011-11-25;reference/db/Kantarcioglu09;encyclopedia entry;Murat Kantarcioglu;Horizontally Partitioned Data.;2009;Encyclopedia of Database Systems;http://dx.doi.org/10.1007/978-0-387-39940-9_1391;reference/db/2009;db/reference/db/h.html#Kantarcioglu09;16835;;;;1321-1322;;;;;
6737;2011-11-25;reference/db/Valduriez09b;encyclopedia entry;Patrick Valduriez;Shared-Disk Architecture.;2009;Encyclopedia of Database Systems;http://dx.doi.org/10.1007/978-0-387-39940-9_1511;reference/db/2009;db/reference/db/s.html#Valduriez09b;16835;;;;2637;;;;;
6738;2011-11-25;reference/db/X09ae;encyclopedia entry;;Additive Noise.;2009;Encyclopedia of Database Systems;http://dx.doi.org/10.1007/978-0-387-39940-9_2025;reference/db/2009;db/reference/db/a.html#X09ae;16835;;;;57-58;;;;;
